Exports,2015,26/04/2015,Sunday,All,All,All,$,136000000,16122000000
Exports,2015,27/04/2015,Monday,All,All,All,$,189000000,16311000000
Exports,2015,28/04/2015,Tuesday,All,All,All,$,78000000,16389000000
Exports,2015,29/04/2015,Wednesday,All,All,All,$,80000000,16468000000
Exports,2015,30/04/2015,Thursday,All,All,All,$,139000000,16607000000
Exports,2015,01/05/2015,Friday,All,All,All,$,121000000,16728000000
Exports,2015,02/05/2015,Saturday,All,All,All,$,187000000,16915000000
Exports,2015,03/05/2015,Sunday,All,All,All,$,165000000,17080000000
Exports,2015,04/05/2015,Monday,All,All,All,$,152000000,17232000000
Exports,2015,27/02/2015,Friday,Australia,All,All,$,19000000,1175000000
Exports,2015,28/02/2015,Saturday,Australia,All,All,$,8000000,1183000000
Exports,2015,01/03/2015,Sunday,Australia,All,All,$,21000000,1204000000
Exports,2015,02/03/2015,Monday,Australia,All,All,$,11000000,1215000000
Exports,2015,03/03/2015,Tuesday,Australia,All,All,$,52000000,1267000000
Exports,2015,04/03/2015,Wednesday,Australia,All,All,$,37000000,1304000000
Exports,2015,05/03/2015,Thursday,Australia,All,All,$,27000000,1331000000
Exports,2015,26/01/2015,Monday,United States,All,All,$,2000000,405000000
Exports,2015,27/01/2015,Tuesday,United States,All,All,$,13000000,418000000
Exports,2015,28/01/2015,Wednesday,United States,All,All,$,17000000,434000000
Exports,2015,29/01/2015,Thursday,United States,All,All,$,20000000,454000000
Exports,2015,30/01/2015,Friday,United States,All,All,$,24000000,478000000
Exports,2015,31/01/2015,Saturday,United States,All,All,$,21000000,498000000
Exports,2015,01/02/2015,Sunday,United States,All,All,$,14000000,513000000
Exports,2015,31/01/2015,Saturday,East Asia (excluding China),All,All,$,65000000,878000000
Exports,2015,01/02/2015,Sunday,East Asia (excluding China),All,All,$,24000000,901000000
Exports,2015,02/02/2015,Monday,East Asia (excluding China),All,All,$,51000000,953000000
Exports,2015,03/02/2015,Tuesday,East Asia (excluding China),All,All,$,10000000,963000000
Exports,2015,04/02/2015,Wednesday,East Asia (excluding China),All,All,$,7000000,970000000
Exports,2015,05/02/2015,Thursday,East Asia (excluding China),All,All,$,26000000,996000000
Exports,2015,06/02/2015,Friday,East Asia (excluding China),All,All,$,36000000,1032000000
Exports,2015,07/02/2015,Saturday,East Asia (excluding China),All,All,$,36000000,1068000000
Exports,2015,13/02/2015,Friday,All,All,Air,$,16000000,603000000
Exports,2015,14/02/2015,Saturday,All,All,Air,$,14000000,617000000
Exports,2015,15/02/2015,Sunday,All,All,Air,$,16000000,634000000
Exports,2015,16/02/2015,Monday,All,All,Air,$,8000000,642000000
Exports,2015,17/02/2015,Tuesday,All,All,Air,$,8000000,650000000
Exports,2015,18/02/2015,Wednesday,All,All,Air,$,32000000,682000000
Exports,2015,03/06/2015,Wednesday,All,All,Sea,$,44000000,19081000000
Exports,2015,04/06/2015,Thursday,All,All,Sea,$,101000000,19182000000
Exports,2015,05/06/2015,Friday,All,All,Sea,$,144000000,19325000000
Exports,2015,10/01/2015,Saturday,All,"Milk powder, butter, and cheese",All,$,43000000,340000000
Exports,2015,11/01/2015,Sunday,All,"Milk powder, butter, and cheese",All,$,47000000,388000000
Exports,2015,12/01/2015,Monday,All,"Milk powder, butter, and cheese",All,$,81000000,469000000
Exports,2015,13/01/2015,Tuesday,All,"Milk powder, butter, and cheese",All,$,4000000,472000000
Exports,2015,14/01/2015,Wednesday,All,"Milk powder, butter, and cheese",All,$,9000000,481000000
Exports,2015,15/01/2015,Thursday,All,"Milk powder, butter, and cheese",All,$,18000000,500000000
Exports,2015,16/01/2015,Friday,All,"Milk powder, butter, and cheese",All,$,37000000,536000000
Exports,2015,17/01/2015,Saturday,All,"Milk powder, butter, and cheese",All,$,93000000,629000000
Exports,2015,26/01/2015,Monday,All,Meat and edible offal,All,$,37000000,480000000
Exports,2015,27/01/2015,Tuesday,All,Meat and edible offal,All,$,22000000,502000000
Exports,2015,28/01/2015,Wednesday,All,Meat and edible offal,All,$,7000000,509000000
Exports,2015,29/01/2015,Thursday,All,Meat and edible offal,All,$,29000000,538000000
Exports,2015,30/01/2015,Friday,All,Meat and edible offal,All,$,21000000,559000000
Exports,2015,07/02/2015,Saturday,All,"Logs, wood, and wood articles",All,$,13000000,260000000
Exports,2015,08/02/2015,Sunday,All,"Logs, wood, and wood articles",All,$,5000000,266000000
Exports,2015,09/02/2015,Monday,All,"Logs, wood, and wood articles",All,$,17000000,283000000
Imports,2017,18/10/2017,Wednesday,All,Mechanical machinery and equip,All,$,34000000,6209000000
Imports,2017,19/10/2017,Thursday,All,Mechanical machinery and equip,All,$,31000000,6239000000
Imports,2017,20/10/2017,Friday,All,Mechanical machinery and equip,All,$,34000000,6274000000
Imports,2017,21/10/2017,Saturday,All,Mechanical machinery and equip,All,$,2000000,6276000000
Imports,2017,22/10/2017,Sunday,All,Mechanical machinery and equip,All,$,11000000,6287000000
Imports,2017,23/10/2017,Monday,All,Mechanical machinery and equip,All,$,5000000,6291000000
Imports,2017,24/10/2017,Tuesday,All,Mechanical machinery and equip,All,$,37000000,6329000000
Reimports,2020,02/05/2020,Saturday,All,All,All,$,0,65000000
Reimports,2020,03/05/2020,Sunday,All,All,All,$,0,65000000
Reimports,2020,04/05/2020,Monday,All,All,All,$,1000000,66000000